,location,total_sqft,bath,price,bhk
8076,"Sarjapur Road, ",2425.0,4.0,173.0,4
8077,"Sarjapur Road, ",1636.0,3.0,97.0,3
8078,"Sarjapur Road, ",1936.0,3.0,139.0,3
8079,"Sarjapur Road, ",1275.0,2.0,76.0,2
8080,"Sarjapur Road, ",1182.0,2.0,64.0,2
8081,Sarjapura - Attibele Road,1330.0,2.0,48.0,3
8082,Sarjapura - Attibele Road,1329.0,2.0,45.95,3
8083,Sarjapura - Attibele Road,829.0,2.0,22.8,2
8084,Sarjapura - Attibele Road,2400.0,3.0,85.0,3
8085,Sarjapura - Attibele Road,1033.0,2.0,28.41,2
8086,Sarjapura - Attibele Road,1676.0,3.0,52.0,3
8087,Sarjapura - Attibele Road,1800.0,3.0,90.0,3
8088,Sarjapura - Attibele Road,1308.0,2.0,37.0,2
8089,Sarjapura - Attibele Road,1073.0,2.0,31.77,2
8090,Sarjapura - Attibele Road,1330.0,2.0,49.0,3
8091,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
8092,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
8093,Sarjapura - Attibele Road,740.0,1.0,23.65,1
8094,Sarjapura - Attibele Road,1555.0,3.0,52.0,3
8095,Sarvabhouma Nagar,500.0,1.0,24.0,1
8096,Sarvabhouma Nagar,1012.0,2.0,42.0,2
8097,Sathya Layout,1504.0,2.0,100.0,3
8098,Sathya Layout,1504.0,2.0,102.0,3
8099,Sathya Sai Layout,5500.0,4.0,600.0,4
8100,Sathya Sai Layout,11338.0,9.0,1000.0,6
8101,Sathya Sai Layout,4104.0,4.0,360.0,4
8102,Sathya Sai Layout,4041.0,4.0,345.0,4
8103,Sathya Sai Layout,6652.0,6.0,510.0,4
8104,Sathya Sai Layout,6652.0,6.0,660.0,4
8105,Sathya Sai Layout,6688.0,6.0,700.0,4
8106,Sector 1 HSR Layout,1840.0,3.0,155.0,3
8107,Sector 1 HSR Layout,1533.0,3.0,150.0,3
8108,Sector 1 HSR Layout,1240.0,5.0,300.0,5
8109,Sector 1 HSR Layout,600.0,2.0,120.0,2
8110,Sector 1 HSR Layout,1804.0,3.0,150.0,3
8111,Sector 2 HSR Layout,1296.0,2.0,75.0,2
8112,Sector 2 HSR Layout,1450.0,2.0,135.0,3
8113,Sector 2 HSR Layout,794.0,1.0,60.0,1
8114,Sector 2 HSR Layout,1143.0,2.0,65.0,2
8115,Sector 2 HSR Layout,794.0,1.0,65.0,1
8116,Sector 2 HSR Layout,1146.0,2.0,55.0,2
8117,Sector 2 HSR Layout,1600.0,3.0,70.0,3
8118,Sector 2 HSR Layout,1665.0,3.0,110.0,3
8119,Sector 2 HSR Layout,1512.0,3.0,80.0,3
8120,Sector 2 HSR Layout,1332.0,2.0,101.0,2
8121,Sector 2 HSR Layout,1515.0,2.0,69.0,3
8122,Sector 2 HSR Layout,1600.0,3.0,90.0,3
8123,Sector 2 HSR Layout,1095.0,2.0,85.41,2
8124,Sector 2 HSR Layout,1231.0,2.0,66.0,2
8125,Sector 6 HSR Layout,3000.0,5.0,260.0,4
8126,Sector 6 HSR Layout,3800.0,3.0,580.0,3
8127,Sector 6 HSR Layout,3000.0,5.0,270.0,4
8128,Sector 7 HSR Layout,3000.0,5.0,275.0,4
8129,Sector 7 HSR Layout,900.0,4.0,90.0,5
8130,Sector 7 HSR Layout,1163.0,2.0,98.86,2
8131,Sector 7 HSR Layout,1760.0,3.0,145.0,3
8132,Sector 7 HSR Layout,3900.0,3.0,300.0,3
8133,Sector 7 HSR Layout,1163.0,2.0,98.86,2
8134,Sector 7 HSR Layout,1342.0,2.0,115.0,2
8135,Sector 7 HSR Layout,1760.0,3.0,160.0,3
8136,Sector 7 HSR Layout,1760.0,3.0,142.0,3
8137,Sector 7 HSR Layout,2400.0,2.0,195.0,3
8138,Sector 7 HSR Layout,1760.0,3.0,185.0,3
8139,Sector 7 HSR Layout,1162.0,2.0,98.77,2
8140,Seegehalli,901.0,2.0,35.14,2
8141,Seegehalli,1150.0,2.0,42.9,3
8142,Seegehalli,800.0,1.0,50.0,2
8143,Seegehalli,1525.0,3.0,65.0,3
8144,Seegehalli,1118.0,2.0,37.5,2
8145,Seegehalli,1200.0,2.0,62.0,3
8146,Seegehalli,1155.0,2.0,72.0,2
8147,Seegehalli,1830.0,4.0,82.0,3
8148,Seegehalli,4000.0,3.0,235.0,3
8149,Seegehalli,3000.0,5.0,150.0,4
8150,Seegehalli,2800.0,4.0,140.0,4
8151,Seegehalli,1096.0,2.0,41.0,2
8152,Seegehalli,1420.0,2.0,46.0,3
8153,Seegehalli,920.0,2.0,27.0,2
8154,Seegehalli,1553.0,3.0,68.0,3
8155,Seegehalli,1639.0,3.0,120.0,3
8156,Seegehalli,3000.0,4.0,235.0,3
8157,Seegehalli,1134.0,2.0,45.0,2
8158,Seegehalli,1683.0,3.0,80.0,3
8159,Seegehalli,1176.0,2.0,50.0,2
8160,Seegehalli,3000.0,4.0,240.0,3
8161,Seetharampalya,1515.0,3.0,88.0,3
8162,Seetharampalya,1166.0,2.0,53.0,2
8163,Seetharampalya,1100.0,2.0,55.0,2
8164,Seetharampalya,1350.0,3.0,68.0,3
8165,Seetharampalya,1500.0,3.0,90.0,3
8166,Seetharampalya,1360.0,2.0,73.0,3
8167,Seshadripuram,600.0,3.0,75.0,2
8168,Seshadripuram,1217.0,2.0,164.0,2
8169,Shampura,2650.0,4.0,150.0,4
8170,Shampura,375.0,2.0,26.0,1
8171,Shampura,1200.0,2.0,53.0,2
8172,Shampura,700.0,1.0,35.0,2
8173,Shampura,1400.0,3.0,70.0,3
8174,Shampura,1475.0,3.0,78.0,3
8175,Shampura,1150.0,6.0,75.0,6
8176,Shampura,672.0,3.0,54.0,4
8177,Shampura,1700.0,3.0,75.0,3
8178,Shankarapuram,3060.0,4.0,350.0,4
8179,Shankarapuram,925.0,2.0,100.0,2
8180,Shanthala Nagar,1630.0,2.0,200.0,2
8181,Shanthala Nagar,1450.0,1.0,230.0,2
8182,Shanthala Nagar,1600.0,3.0,180.0,3
8183,Shanthala Nagar,3290.0,4.0,460.0,3
8184,Shanthi Layout,1280.0,3.0,87.0,3
8185,Shanti Nagar,1602.0,2.0,165.0,3
8186,Shanti Nagar,1602.0,2.0,170.0,3
8187,Shanti Nagar,3000.0,4.0,240.0,4
8188,Shanti Nagar,1130.0,2.0,74.0,2
8189,Shanti Nagar,1130.0,2.0,75.0,2
8190,Shanti Nagar,420.0,1.0,25.0,2
8191,Shanti Nagar,2250.0,3.0,180.0,3
8192,Shantiniketan Layout,1500.0,2.0,115.0,2
8193,Shantiniketan Layout,2072.0,3.0,108.0,3
8194,Shantiniketan Layout,925.0,2.0,48.0,2
8195,Shantiniketan Layout,2710.0,5.0,142.0,4
8196,Shettigere,660.0,1.0,35.0,1
8197,Shetty Halli,8000.0,5.0,550.0,5
8198,Shikaripalya,1121.0,2.0,43.72,2
8199,Shikaripalya,1442.0,3.0,56.24,3
8200,Shikaripalya,1555.0,2.0,67.0,3
8201,Shikaripalya,1532.0,3.0,59.75,3
8202,Shikaripalya,1025.0,2.0,39.98,2
8203,Shingapura,1350.0,2.0,45.0,1
8204,Shingapura,1255.0,2.0,60.0,3
8205,Shirdi Sai Layout,1200.0,3.0,95.0,4
8206,Shivaji Nagar,850.0,2.0,55.0,2
8207,Shivaji Nagar,1554.0,3.0,130.0,2
8208,Shivaji Nagar,2200.0,2.0,110.0,2
8209,Shivaji Nagar,550.0,1.0,27.0,2
8210,Shivaji Nagar,3820.0,1.0,306.0,1
8211,Shivaji Nagar,703.0,2.0,49.5,2
8212,Shivaji Nagar,1460.0,2.0,90.0,3
8213,Shivaji Nagar,600.0,1.0,65.0,2
8214,Shivaji Nagar,1226.0,2.0,60.0,3
8215,Shree Ananth Nagar Layout,2040.0,2.0,59.0,2
8216,Shree Ananth Nagar Layout,1176.0,2.0,45.0,3
8217,Shree Ananth Nagar Layout,1080.0,2.0,38.0,2
8218,Siddapura,14000.0,3.0,800.0,4
8219,Siddapura,1275.0,2.0,105.0,2
8220,Siddapura,1150.0,2.0,90.0,2
8221,Siddapura,5480.0,4.0,400.0,3
8222,Sidedahalli,1158.0,2.0,85.0,3
8223,Sidedahalli,900.0,1.0,52.3,1
8224,Sidedahalli,1200.0,1.0,50.0,2
8225,Silk Board,1300.0,3.0,58.0,3
8226,Silk Board,1435.0,2.0,60.0,3
8227,Silk Board,1250.0,3.0,54.0,3
8228,Silver Springs Layout,1084.0,2.0,50.0,2
8229,Silver Springs Layout,1550.0,2.0,70.0,3
8230,Singanayakanahalli,1480.0,2.0,75.0,3
8231,Singapura Village,2230.0,4.0,130.0,4
8232,Singapura Village,850.0,2.0,34.0,2
8233,Singapura Village,825.0,2.0,35.0,2
8234,Singapura Village,985.0,2.0,45.0,2
8235,Singapura Village,970.0,2.0,45.0,2
8236,Singasandra,1010.0,2.0,29.5,2
8237,Singasandra,1440.0,2.0,65.0,3
8238,Singasandra,1030.0,2.0,55.0,2
8239,Singasandra,3850.0,6.0,195.0,4
8240,Singasandra,600.0,2.0,36.5,2
8241,Singasandra,1100.0,2.0,52.0,2
8242,Singasandra,1306.0,2.0,58.0,3
8243,Singasandra,3366.0,4.0,120.0,4
8244,Singasandra,1300.0,2.0,65.0,2
8245,Singasandra,3126.0,4.0,120.0,4
8246,Singasandra,1464.0,3.0,56.0,3
8247,Singasandra,1010.0,2.0,40.0,2
8248,Singasandra,1375.0,2.0,58.0,2
8249,Singasandra,1120.0,2.0,60.0,2
8250,Singasandra,1099.0,2.0,37.5,2
8251,Singasandra,600.0,1.0,45.0,1
8252,Singasandra,600.0,1.0,45.0,1
8253,Singasandra,1510.0,3.0,75.0,3
8254,Singasandra,1179.0,2.0,56.0,2
8255,Singasandra,1416.0,2.0,67.0,2
8256,Singasandra,1476.0,2.0,73.0,3
8257,Singasandra,1139.7,2.0,45.0,2
8258,Singasandra,1465.0,2.0,60.0,2
8259,Singasandra,1464.0,3.0,56.0,3
8260,Singasandra,1653.0,3.0,85.0,3
8261,Singena Agrahara,1500.0,3.0,115.0,3
8262,Sneha Colony,1050.0,2.0,110.0,2
8263,Somasundara Palya,1255.0,2.0,67.0,2
8264,Somasundara Palya,1448.0,2.0,68.0,2
8265,Somasundara Palya,1570.0,3.0,68.0,3
8266,Somasundara Palya,1178.0,2.0,73.0,2
8267,Somasundara Palya,1260.0,2.0,60.0,2
8268,Somasundara Palya,1033.0,2.0,48.0,2
8269,Somasundara Palya,1329.0,2.0,70.0,2
8270,Somasundara Palya,2372.0,3.0,140.0,3
8271,Somasundara Palya,1185.0,2.0,70.0,2
8272,Somasundara Palya,1575.0,3.0,68.0,3
8273,Somasundara Palya,1600.0,3.0,68.0,3
8274,Somasundara Palya,1600.0,3.0,69.0,3
8275,Somasundara Palya,2400.0,3.0,140.0,4
8276,Somasundara Palya,1650.0,3.0,95.0,3
8277,Somasundara Palya,1186.0,2.0,72.0,2
8278,Somasundara Palya,1600.0,3.0,69.0,3
8279,Someshwara Layout,1200.0,4.0,169.0,4
8280,Sompura,825.0,2.0,33.0,2
8281,Sompura,1025.0,2.0,37.0,3
8282,Sompura,1020.0,2.0,41.0,2
8283,Sompura,1126.0,2.0,39.0,2
8284,Sompura,825.0,2.0,32.0,2
8285,Sompura,1360.0,2.0,45.0,3
8286,Sompura,1350.0,2.0,47.0,3
8287,Sompura,2150.0,3.0,85.0,4
8288,Sonnenahalli,1415.0,2.0,55.0,3
8289,Sonnenahalli,896.0,2.0,43.75,2
8290,Sonnenahalli,1120.0,2.0,43.0,2
8291,Sonnenahalli,1100.0,2.0,44.0,2
8292,Sonnenahalli,1011.0,2.0,50.53,2
8293,Sonnenahalli,614.5,1.0,30.715,1
8294,Sonnenahalli,1484.0,3.0,74.18,3
8295,Sonnenahalli,1610.0,3.0,80.48,3
8296,Sonnenahalli,1415.0,2.0,65.0,3
8297,Sonnenahalli,1268.0,2.0,58.0,2
8298,Sonnenahalli,1268.0,2.0,56.0,2
8299,Sonnenahalli,605.0,1.0,30.24,1
8300,Sonnenahalli,1484.0,3.0,75.0,3
8301,Soundarya Layout,960.0,2.0,32.0,2
8302,Sri Balaji Krupa Layout,3200.0,4.0,270.0,4
8303,Sri Sai Layout,1195.0,2.0,42.4,2
8304,Sri Venkateshpura Layout,1050.0,2.0,49.5,2
8305,Srinagar,1080.0,3.0,149.0,3
8306,Srinagar,625.0,3.0,78.0,6
8307,Srinivas Colony,2750.0,3.0,943.0,3
8308,Srinivasa Nagar,1180.0,2.0,78.34,3
8309,Srinivasa Nagar,900.0,2.0,55.0,2
8310,Srinivasa Nagar,900.0,2.0,45.0,2
8311,Srinivasa Nagar,1200.0,2.0,75.6,3
8312,Srirampura,1756.0,3.0,100.0,3
8313,Srirampura,2736.0,4.0,130.0,4
8314,Srirampura,1875.0,5.0,192.0,7
8315,Srirampuram,432.0,2.0,40.0,2
8316,Srirampuram,1485.0,2.0,156.0,3
8317,Srirampuram,650.0,1.0,500.0,1
8318,Srirampuram,1200.0,2.0,100.0,3
8319,St. John's Road,824.0,2.0,60.0,2
8320,St. John's Road,4000.0,4.0,630.0,4
8321,Stage-4 Bommanahalli,1455.0,2.0,55.0,3
8322,Stage-4 Bommanahalli,1400.0,3.0,53.0,3
8323,Subash Nagar,900.0,2.0,55.0,2
8324,Subramanyapura,929.0,2.0,50.17,2
8325,Subramanyapura,1200.0,2.0,52.0,2
8326,Subramanyapura,975.0,2.0,65.0,2
8327,Subramanyapura,975.0,2.0,58.0,2
8328,Subramanyapura,1277.0,2.0,55.0,2
8329,Subramanyapura,985.0,2.0,58.0,2
8330,Subramanyapura,1245.0,2.0,68.0,3
8331,Subramanyapura,1313.0,2.0,73.0,2
8332,Subramanyapura,1130.0,2.0,45.19,3
8333,Subramanyapura,1313.0,2.0,66.5,2
8334,Subramanyapura,1255.0,2.0,79.0,3
8335,Subramanyapura,1050.0,2.0,41.0,2
8336,Subramanyapura,1330.0,3.0,72.0,3
8337,Subramanyapura,929.0,2.0,48.0,2
8338,Subramanyapura,975.0,2.0,63.0,2
8339,Subramanyapura,950.0,2.0,55.0,2
8340,Subramanyapura,929.0,2.0,56.0,2
8341,Subramanyapura,975.0,2.0,65.0,2
8342,Subramanyapura,1800.0,3.0,90.0,3
8343,Subramanyapura,1260.0,2.0,76.0,3
8344,Subramanyapura,1278.0,2.0,59.0,3
8345,Subramanyapura,1400.0,2.0,55.0,3
8346,Subramanyapura,960.0,2.0,55.0,2
8347,Subramanyapura,1260.0,2.0,73.0,3
8348,Subramanyapura,1278.0,3.0,62.71,3
8349,Subramanyapura,1278.0,3.0,70.0,3
8350,Subramanyapura,929.0,2.0,49.0,2
8351,Subramanyapura,1260.0,2.0,75.0,3
8352,Subramanyapura,1000.0,2.0,45.0,2
8353,Subramanyapura,1260.0,2.0,80.0,3
8354,Subramanyapura,2495.0,3.0,130.0,3
8355,Subramanyapura,929.0,1.0,51.0,2
8356,Subramanyapura,1880.0,3.0,110.0,3
8357,Subramanyapura,1800.0,3.0,80.0,3
8358,Subramanyapura,985.0,2.0,62.5,2
8359,Suddaguntepalya,1425.0,3.0,55.0,3
8360,Suddaguntepalya,1400.0,2.0,56.0,3
8361,Sultan Palaya,1700.0,3.0,120.0,3
8362,Sultan Palaya,1100.0,2.0,40.0,2
8363,Sultan Palaya,1800.0,8.0,175.0,6
8364,Sultan Palaya,1100.0,2.0,45.0,2
8365,Sultan Palaya,900.0,2.0,45.0,2
8366,Sultan Palaya,870.0,2.0,65.0,2
8367,Sultan Palaya,1765.0,3.0,80.0,3
8368,Sultan Palaya,1713.0,3.0,125.0,3
8369,Sultan Palaya,1009.0,2.0,65.0,2
8370,Sultan Palaya,5000.0,5.0,325.0,4
8371,Sultan Palaya,1070.0,2.0,49.0,2
8372,Sultan Palaya,2200.0,3.0,80.0,4
8373,Sunkadakatte,1500.0,6.0,80.0,9
8374,Sunkadakatte,1200.0,3.0,68.0,3
8375,Surabhi Layout,1753.0,3.0,120.0,3
8376,Surabhi Layout,1750.0,3.0,120.0,3
8377,Suragajakkanahalli,11.0,3.0,74.0,3
8378,Suraksha Nagar,1569.0,3.0,70.0,3
8379,Suraksha Nagar,1559.0,3.0,62.0,3
8380,Suraksha Nagar,1563.0,3.0,63.0,3
8381,Syndicate Bank Colony,1500.0,4.0,240.0,4
8382,T Dasarahalli,1200.0,3.0,90.0,3
8383,T Dasarahalli,1200.0,3.0,125.0,6
8384,T.C PALYA,1230.0,2.0,75.0,2
8385,TC Palaya,1475.0,3.0,98.0,3
8386,TC Palaya,1200.0,2.0,60.0,2
8387,TC Palaya,1000.0,6.0,69.0,6
8388,TC Palaya,1200.0,2.0,66.0,3
8389,TC Palaya,1200.0,3.0,66.0,3
8390,TC Palaya,1350.0,2.0,75.0,3
8391,TC Palaya,1240.0,2.0,60.0,2
8392,TC Palaya,1500.0,2.0,100.0,3
8393,TC Palaya,1200.0,2.0,65.0,2
8394,TC Palaya,1200.0,2.0,70.0,2
8395,TC Palaya,900.0,2.0,55.0,2
8396,TC Palaya,1200.0,2.0,66.0,3
8397,TC Palaya,1200.0,2.0,66.5,3
8398,TC Palaya,4800.0,3.0,302.0,4
8399,TC Palaya,1000.0,2.0,64.0,2
8400,TC Palaya,1100.0,3.0,50.0,3
8401,TC Palaya,900.0,2.0,55.0,2
8402,TC Palaya,1200.0,2.0,66.0,2
8403,TC Palaya,1440.0,5.0,100.0,5
8404,TC Palaya,1200.0,2.0,66.0,3
8405,TC Palaya,1200.0,2.0,66.5,3
8406,TC Palaya,900.0,2.0,55.0,2
8407,TC Palaya,1200.0,2.0,66.0,3
8408,TC Palaya,900.0,2.0,55.0,2
8409,TC Palaya,1500.0,3.0,83.0,3
8410,TC Palaya,1350.0,3.0,60.0,3
8411,TC Palaya,1200.0,2.0,65.0,2
8412,TC Palaya,1500.0,2.0,75.0,2
8413,TC Palaya,1200.0,2.0,66.0,3
8414,TC Palaya,1000.0,2.0,70.0,2
8415,TC Palaya,1100.0,2.0,65.0,2
8416,TC Palaya,1200.0,3.0,66.0,3
8417,TC Palaya,1200.0,2.0,66.0,3
8418,TC Palaya,1200.0,2.0,66.0,3
8419,TC Palaya,1800.0,2.0,80.0,2
8420,TC Palaya,1400.0,5.0,97.0,5
8421,TC Palaya,1200.0,2.0,66.0,3
8422,TC Palaya,1200.0,2.0,70.0,2
8423,TC Palaya,1350.0,1.0,55.0,1
8424,TC Palaya,900.0,2.0,55.0,2
8425,TC Palaya,900.0,2.0,55.0,2
8426,TC Palaya,1082.0,2.0,64.0,2
8427,TC Palaya,1440.0,5.0,97.0,5
8428,TC Palaya,1995.0,3.0,100.0,3
8429,TC Palaya,1200.0,2.0,66.0,3
8430,TC Palaya,1200.0,2.0,66.0,3
8431,TC Palaya,1152.0,2.0,55.0,2
8432,TC Palaya,1200.0,2.0,66.0,3
8433,TC Palaya,1200.0,2.0,66.0,3
8434,TC Palaya,1200.0,2.0,66.0,3
8435,Tala Cauvery Layout,1580.0,3.0,100.0,3
8436,Tala Cauvery Layout,1030.0,2.0,61.0,2
8437,Tala Cauvery Layout,1340.0,2.0,77.0,2
8438,Talaghattapura,1868.0,3.0,131.0,3
8439,Talaghattapura,2038.5,3.0,120.0,3
8440,Talaghattapura,2106.0,3.0,126.0,3
8441,Talaghattapura,1868.0,3.0,121.0,3
8442,Talaghattapura,2106.0,3.0,126.0,3
8443,Talaghattapura,1868.0,3.0,135.0,3
8444,Talaghattapura,1856.0,3.0,135.0,3
8445,Talaghattapura,1868.0,3.0,120.0,3
8446,Talaghattapura,1804.0,3.0,115.0,3
8447,Talaghattapura,1856.0,3.0,135.0,3
8448,Talaghattapura,2254.0,3.0,153.0,3
8449,Talaghattapura,2106.0,3.0,148.0,3
8450,Talaghattapura,1856.0,3.0,135.0,3
8451,Talaghattapura,2273.0,3.0,159.0,3
8452,Talaghattapura,2099.0,3.0,147.0,3
8453,Talaghattapura,1100.0,2.0,50.0,2
8454,Talaghattapura,1100.0,2.0,49.49,2
8455,Talaghattapura,1575.0,3.0,80.0,3
8456,Talaghattapura,2273.0,3.0,145.0,3
8457,Talaghattapura,1175.0,2.0,62.0,2
8458,Talaghattapura,1804.0,3.0,127.0,3
8459,Talaghattapura,1062.0,2.0,42.48,2
8460,Talaghattapura,2038.5,3.0,122.0,3
8461,Talaghattapura,1800.0,3.0,84.0,3
8462,Talaghattapura,2265.0,3.0,159.0,3
8463,Talaghattapura,2099.0,3.0,134.0,3
8464,Tasker Town,950.0,2.0,60.0,2
8465,Tasker Town,930.0,1.0,55.0,2
8466,Tata Nagar,1500.0,3.0,70.0,3
8467,Tata Nagar,1504.0,3.0,67.0,3
8468,Tavarekere,1200.0,4.0,72.0,4
8469,Tavarekere,1250.0,3.0,40.0,3
8470,Tavarekere,2700.0,3.0,90.0,4
8471,Teachers Colony,3000.0,4.0,240.0,4
8472,Tejaswini Nagar,1425.0,2.0,75.0,3
8473,Tejaswini Nagar,1550.0,3.0,59.0,3
8474,Tejaswini Nagar,1410.0,2.0,54.0,3
8475,Tejaswini Nagar,1410.0,2.0,54.0,3
8476,Tejaswini Nagar,720.0,1.0,28.0,1
8477,Telecom Layout,1200.0,1.0,54.0,2
8478,Telecom Layout,1200.0,2.0,54.0,2
8479,Thanisandra,1296.0,2.0,80.0,2
8480,Thanisandra,1436.0,3.0,74.75,3
8481,Thanisandra,2144.0,3.0,145.0,3
8482,Thanisandra,1075.0,2.0,45.8,2
8483,Thanisandra,1296.0,2.0,83.0,2
8484,Thanisandra,1825.0,3.0,100.0,3
8485,Thanisandra,2144.0,3.0,135.0,3
8486,Thanisandra,1240.0,2.0,62.0,3
8487,Thanisandra,1093.0,2.0,70.0,2
8488,Thanisandra,1265.0,2.0,79.0,3
8489,Thanisandra,1651.0,3.0,97.38,3
8490,Thanisandra,1265.0,2.0,85.0,2
8491,Thanisandra,776.5,2.0,48.145,1
8492,Thanisandra,1564.0,3.0,101.0,3
8493,Thanisandra,1183.0,2.0,58.56,2
8494,Thanisandra,1847.0,3.0,123.0,3
8495,Thanisandra,1800.0,3.0,90.0,3
8496,Thanisandra,1697.0,3.0,114.0,3
8497,Thanisandra,1050.0,2.0,45.0,2
8498,Thanisandra,3500.0,5.0,160.0,6
8499,Thanisandra,1573.0,3.0,95.0,3
8500,Thanisandra,1917.0,3.0,122.0,3
8501,Thanisandra,693.0,1.0,34.3,1
8502,Thanisandra,1098.0,2.0,68.0,2
8503,Thanisandra,760.0,1.0,50.3,1
8504,Thanisandra,1111.0,2.0,50.0,2
8505,Thanisandra,1185.5,2.0,58.68,2
8506,Thanisandra,2002.0,3.0,112.0,3
8507,Thanisandra,1634.0,3.0,78.0,3
8508,Thanisandra,2000.0,3.0,99.0,3
8509,Thanisandra,1050.0,2.0,46.0,2
8510,Thanisandra,1588.0,3.0,75.55,3
8511,Thanisandra,1697.0,3.0,115.0,3
8512,Thanisandra,1380.0,1.0,62.1,1
8513,Thanisandra,923.0,1.0,60.84,1
8514,Thanisandra,1743.0,3.0,93.25,3
8515,Thanisandra,923.0,1.0,45.69,1
8516,Thanisandra,1183.0,2.0,59.74,2
8517,Thanisandra,1296.0,2.0,72.0,2
8518,Thanisandra,1020.0,2.0,44.5,2
8519,Thanisandra,1874.0,4.0,130.0,3
8520,Thanisandra,1698.0,3.0,102.0,3
8521,Thanisandra,1411.0,3.0,93.04,3
8522,Thanisandra,1996.0,3.0,135.0,3
8523,Thanisandra,1801.0,3.0,115.0,3
8524,Thanisandra,1265.0,2.0,82.0,2
8525,Thanisandra,1100.0,2.0,48.0,2
8526,Thanisandra,1917.0,4.0,113.0,3
8527,Thanisandra,662.0,1.0,42.0,1
8528,Thanisandra,2100.0,4.0,95.0,4
8529,Thanisandra,1948.0,3.0,130.0,3
8530,Thanisandra,1922.0,3.0,106.0,3
8531,Thanisandra,965.0,2.0,67.0,2
8532,Thanisandra,1098.0,2.0,74.0,2
8533,Thanisandra,1437.0,2.0,71.13,2
8534,Thanisandra,1564.0,3.0,104.0,3
8535,Thanisandra,1241.0,2.0,61.0,3
8536,Thanisandra,1200.0,2.0,65.0,3
8537,Thanisandra,1732.0,3.0,85.73,3
8538,Thanisandra,1917.0,4.0,100.0,3
8539,Thanisandra,1250.0,1.0,54.0,2
8540,Thanisandra,2127.0,3.0,135.0,3
8541,Thanisandra,2336.5,3.0,115.89,3
8542,Thanisandra,1276.0,2.0,75.0,2
8543,Thanisandra,693.0,1.0,34.3,1
8544,Thanisandra,2259.0,5.0,135.0,4
8545,Thanisandra,1265.0,2.0,78.0,2
8546,Thanisandra,1732.0,3.0,85.73,3
8547,Thanisandra,934.0,2.0,55.0,2
8548,Thanisandra,1056.0,2.0,68.0,2
8549,Thanisandra,1595.0,3.0,110.0,3
8550,Thanisandra,1411.0,3.0,93.15,3
8551,Thanisandra,1093.0,2.0,68.1,2
8552,Thanisandra,1370.0,2.0,61.0,3
8553,Thanisandra,1093.0,2.0,72.0,2
8554,Thanisandra,1200.0,2.0,53.5,2
8555,Thanisandra,1698.0,3.0,107.0,3
8556,Thanisandra,1564.0,3.0,105.0,3
8557,Thanisandra,1265.0,2.0,83.0,2
8558,Thanisandra,784.0,1.0,35.285,1
8559,Thanisandra,965.0,2.0,56.0,2
8560,Thanisandra,1546.0,3.0,95.0,3
8561,Thanisandra,777.0,1.0,38.535,1
8562,Thanisandra,1697.0,3.0,110.0,3
8563,Thanisandra,1492.0,3.0,88.0,3
8564,Thanisandra,2072.0,3.0,122.0,3
8565,Thanisandra,1880.0,3.0,120.0,3
8566,Thanisandra,760.0,1.0,50.0,1
8567,Thanisandra,1200.0,2.0,60.0,2
8568,Thanisandra,1800.0,4.0,125.0,3
8569,Thanisandra,933.0,2.0,58.0,1
8570,Thanisandra,1917.0,3.0,110.0,3
8571,Thanisandra,1996.0,4.0,123.0,3
8572,Thanisandra,1183.0,2.0,77.25,2
8573,Thanisandra,1491.0,3.0,88.0,3
8574,Thanisandra,1881.0,3.0,95.0,3
8575,Thanisandra,662.0,1.0,29.0,1
8576,Thanisandra,1183.0,2.0,58.56,2
8577,Thanisandra,1564.0,3.0,100.0,3
8578,Thanisandra,662.0,1.0,45.0,1
8579,Thanisandra,1573.0,3.0,98.0,3
8580,Thanisandra,1262.0,2.0,83.0,3
8581,Thanisandra,1056.0,2.0,65.0,2
8582,Thanisandra,1131.0,2.0,55.975,2
8583,Thanisandra,1702.0,3.0,115.0,3
8584,Thanisandra,1343.0,2.0,75.0,2
8585,Thanisandra,1935.0,4.0,122.0,3
8586,Thanisandra,933.0,2.0,55.0,2
8587,Thanisandra,1183.0,2.0,77.3,2
8588,Thanisandra,662.0,1.0,38.0,1
8589,Thanisandra,1265.0,2.0,72.0,2
8590,Thanisandra,1595.0,3.0,105.0,3
8591,Thanisandra,1241.0,2.0,65.0,3
8592,Thanisandra,580.0,1.0,27.5,1
8593,Thanisandra,2087.0,4.0,139.0,3
8594,Thanisandra,1340.0,2.0,66.33,2
8595,Thanisandra,1098.0,2.0,71.0,2
8596,Thanisandra,1411.0,3.0,93.25,3
8597,Thanisandra,1262.0,2.0,65.0,3
8598,Thanisandra,1234.0,2.0,51.0,2
8599,Thanisandra,1732.0,3.0,112.0,3
8600,Thanisandra,933.0,1.0,61.0,1
8601,Thanisandra,1702.0,3.0,107.0,3
8602,Thanisandra,747.0,1.0,34.355,1
8603,Thanisandra,2030.0,4.0,125.0,3
8604,Thanisandra,1140.0,2.0,59.0,2
8605,Thanisandra,663.0,1.0,46.0,1
8606,Thanisandra,1948.0,4.0,129.0,4
8607,Thanisandra,1573.0,3.0,90.0,3
8608,Thanisandra,1056.0,2.0,70.0,2
8609,Thanisandra,1595.0,3.0,96.0,3
